title,published_date,content
"hello chi, what would you like to become a god at?",2019-07-30 17:36:00,"This is a real question... because time and time again, I get exposed to the amount of dedication I really need to become great. I could become great at anything... it is literally my choice to go down the 6-month road of grinding The problem is that I can't go with longer than 3 days with a different lifestyle. But I'd like to. The question is what do. I want to become a genius at. My options: public speaking/comedy, picking up girls and creating content around that, playing guitar and mixing music, and coding. Those are the things that I am currently in that I enjoy but haven't jumped out of the closet on. I think they are all probably equally hard and will be equally taxing on my heart and intellect. The picking up girls thing would be much more meticulous and I have a big ass head start on it so it would very quickly start generating life changing results just like in the past. Public speaking and comedy are areas that I haven't done much if any work in. I have thought about dabbling or trying my hand at it but damn it would be an exercise in not caring about the abject failure that I would experience regularly while working on the craft. The guitar is also something that I have been working on for a long time. If I get a lot better and practice every day for 6 months, I would be good enough to join any band and good enough to improve my songwriting ability. Coding is something that I have taken many forays into but never jumped out of my skin into. The hardest I ever went was all of the hours that I spent back in my junior and senior year creating apps from swift tutorials and making my final project for the CS111 class. It was fun but I can really see the academic suffering that I would have from trying my hand at this. That said, this would be the biggest and best thing to do for the idea of roaming around as a professional careerist digital nomad. What do I do? It depends. I have other thoughts and goals that prevent me from really jumping out of the window. The biggest thing is the 400 dollar a month bill that I have for loans. That shit is a bitch and the work that I have to do to to keep that off of my back always creeps in and disrupts my plans towards one of my greater goals. I could still do any of these despite that. I am afraid though. I know the pain period of rejection will be 2-3 weeks and I am just dreading the initial feelings of failure and worthlessness that while temporary, would not feel great. Nothing that is worth it is easy though. Fuck me on all of this. I need to pick one and dive the fuck in on it. Shit. It will probably be the girls one since that one pisses me off that I am not the best at it at the moment. I am good but I am not the actual best. So leggo."
I don't have time for this,2016-10-20 12:55:00,"Dude. you know I'm only here for a limited amount of time. You know how time sensitive this shit is. I was promised this information last week for Friday and I get it 5 days late. Fine. I'm not okay with that already but fine. Then, Then you decide to spring it on me that not only were you late on getting this quote to me, not only have we been having this conversation for the past 4 weeks but now you want to tell me that I have to wait another four weeks to even get a PROTOTYPE of the goddamn design. You've got to be mad. You've got to be a basket-weaving nutcase to think that that is somehow an alright way to disseminate information in this context. You are what I dislike in the earth. You are a fuckboy. You are a piece of shit. I am very displeased and I would love nothing better than to shun your company and have you go out of business as a result of my shunning. You need to stop doing shit like this. Everyone does. Do not ever tell me a date that you will have something done by and then tell me on that day that you don't have it. Don't do it. Just don't do it. fuck you."
Emily Rector,2016-11-22 21:33:00,"-----Update 10:50 PM on this Post: LOL I have a date with her on dec 16 before I leave the country. Pls cont. reading though----- *Start of original @ 1:33 PM* I have the tight feeling in the back of my throat again. I don't feel good. It is a combination of things. When I came in today I was extremely sluggish for some reason even though I had a long night's sleep. Part of that is definitely due to me feeling bad that I haven't been to the gym as much as I'd like to be. The other part is that I am not being as productive as I'd like to be. The other part is I feel like I am still incompetent with women. I want to focus on the last point for a second. The truth of the matter is that this is true: I am still incompetent with women. I am incompetent in the only area that I really cared about in the first place: getting in a relationship with one. It should just be an extension of ... pause to accept my student loans... It should just be an extension of the initial meetup and coffee excursion. But for me it is not. I am crippled by my own neediness. I feel the need to to shit that is unnecessary. The shit that prompted this post is that I sent Emily Rector a message that asked if I could call her. Not a big deal I know. But it was unnecessary. I am not going to see her anytime soon. I am currently also busy being a hoe. I could've just as well said congrats and left it at that. Shit and it was a double text. I overthink shit too much too. Maybe a good policy is just to not text girls when I am in logical mind. Leave all girls alone until you have gamed somewhat in that day. Which is almost an unrealistic expectation since I don't game on a regular basis. My goal when I set out going out alone was to be able to turn on the emotional switch so that I could actually connect with atmospheres and women better. I know how to turn it on now but it definitely isn't automatic. Maybe that was a pipe dream. What reason would I have to talk to her? Why would I call someone that I haven't seen in 4 months and have not plans on seeing for more. I haven't received a text back so that is also a prompter of this post. It just feels like I get random spurts of the needy emotion, that nerdy disgusting old faggot Chi rears his head and says or does something that isn't okay in the real world, and current Chi has to deal with it. Why can't I just be cool man Chi all the time? Haha I guess if that was the case then life would be easy. I really just want someone to tell me what to do all the time so that I have someone else's neck to hang the blame around. That's it. I am constantly looking for a way to avoid that direct hand's on rejection. I hate that shit. I know I am supposed to love it but I hate it. I used to love it in Baltimore and that was why I was a fucking Cassanova in summer '15. I'm always thinking thinking thinking. Is there a way to escape the automaticity of life? How can I take a further step into being more comfortable with who I am? I still get these hot flashes of emotion that force irrational action (nigga moments). I don't like nor do I want those. The only way is to just not have them I need to become more masterful of my emotions though I feel like that may fly in the face of 'not giving a fuck' and make me even more logical and try hard making the whole attempt to have control a logical exercise putting me further in my head and--- stop. just stop.Think of it like this Chi. This is Westworld. You have the ability to program your traits. You have the ability to write your own story. This is simple Whenever you come to a crossroad like 'to call or not to call' take a step back and look at your character and wonder,""Is this who I want to be? What advice would I give another man in my shoes?"" Whatever the answer is to those two questions, that is what you should do."
clay wants to own the romper business - no,2023-10-13 16:55:00,"my friend approached me with soome weird deal where he gets to own me and will pay me to do things. my answer is nope. now i tried to talk him down out of it but it ended up rambling. the feeling came up though. ""oh shit is this guy trying to buy me out""I wasn't blunt thoughnow- under no circumstance must you do business with this man. you can order him a romper in the new setup. he can help make content if he wants but that's all. everything is limited and it has to be. that's an absolute wile impulse to go for total control of an organization, brand or a person. at 100k maybe. but actually no. the whole reason I'm doing this if for shenanigans and for the streets. I can't and won't sell out.die once but live everyday"
,2016-10-17 13:23:00,"One of my friends just died. I don't know how. But he is gone. I did not cry. I reminisced. I remember the moments that I spent with him in my last year of partying. I reminisce about how I made his final year(s) that best of his life and how he contributed to mine. I remember how nice he was and how happy and cool the man was every time I saw him. I have no negative memories of him. His name was Sean. Life is short. This brings this shit back into perspective for me. You never know when everything is going to be snuffed out and ended. That is the reason that am going to france at the end of the year for three weeks. It will be hard because I will have to try harder than every to learn a new language and be able to speak it by then. I will learn french in two months. Bet. Going through 2 hours of lessons per day. speaking only French for those hours and writing even these blog posts in french will be what I am doing till then to assist in this goal. We will see. But foreal, this event has made me far more real as far as my decisions go. I am still in debt but I will pay it back sometime, probably once I'm graduated. What I can't pay back once I'm graduated is the experiences of different cultures and places. This is feeling like it might be an excuse to be increasingly irrational with my decision. But whatever. I will actually make a solid effort in planning this one . No new hoes. I am excellent though. I distinctly have the ability to create situations where I can meet new individuals and go on instant dates. I can do anything that I put my mind to. It is all about action. Massive massive action. Overwhelm my brain with action. TSA KTN - TT11G59XS"
hahaha women in the workplace + Carly,2016-09-14 14:17:00,"This is a generalization. If I ever run for public office or do something evil or die, someone will one day find this. Hello to you and welcome. This is where I come to relieve myself of thoughts that have no place being expressed in the real world. This is the last bastion of male solitude. my safe space if you will. I have no delusions of grandeur that I will become famous from my bullshit writing. Otherwise I would make this thing more public and advertise what I am posting. This is just for me. This is for me and the future me who likes reflecting on my past low points. It is pretty much the case that I only really come here when I am confused with life and don't know where to go. It usually has to do with women. Any way on to the title of the post: women in the workplace. I was just in a meeting where there was a small argument about how information should be disseminated to the manufacturing floor. To set the scene for the future me, there were about 30 people in the room with 5 or so contributing to the conversation. Voices were slightly raised and it felt slightly antagonistic at a couple points. The men argued like men. Good points or not so good points back and forth with an understanding at the end. I should correct that last sentence and say this is how reasonable rational (usually white) men argue. Black men are on the aggregate more unreasonable. But reasonable rational black men would argue this way as well. This almost doesn't deserve a caveat. but fuck you these are the thoughts in my head. Then one of the women in the room spoke up. She had a couple back and forths with the main guy who had initiated the discussion before she was spanked. haha not really. that didn't happen. But what happened was she said something that she thought was so reasonable that it was impossible to disagree with. She was wrong. The Original man said something like, ""I actually do disagree. It is specifically defined in the employee handbook and everyday when we do our walks that this is an expectation of the program leader."" She said somehting like, ""well we need something down on paper because we are there every day"" and he said, ""ah no you're not, because your boards where some of the ones that haven't been updated in 5 days, but that's a conversation for another time"". He said it in a short terse tone. She shut down. I saw her arms fold up. She looked away. Her nose got red. She started wiping her eyes every minute or so. It is a bit amusing to see white women try to hide their feelings. Evolutionarily speaking, turning red as a result of the environment probably helped signal that there is something wrong i.e. the person in question's body is too cold or they are in some sort of danger. I just made that up. Today, it is definitely a weakness. Anyway, this woman was about to cry. She's probably in the bathroom right now. Meanwhile the men continued to have the same conversation and came to an amicable agreement about what was expected. I fully believe that we could all grab a beer and enjoy each other's company after that. Us. By we I mean the men. The woman was destroyed and really could not rally to rejoin the conversation on account of her feelings. In the future this is all going to crash down on us, When women like this dominate the workforce (it's coming, they already dominate higher learning), the world will end. I don't know how society will thrive when these inferior humans are constantly derailing conversations and businesses with their emotions. Not that that is what happened here. But it would have happened if it had been mostly women in the room instead of men. This shit is coming. and when it does, be afraid. Be very afraid. Literally, you probably just shouldn't speak in the workplace.Engineering is the last male space and slowly we are losing that as well. When all is lost and done, I will have you. and by you I mean me. Chi. Still becoming a person. Also, this is not all women. This is just most. and I say that with only personal anecdote. I have met several powerful women that would handle their emotions and be just as effectual in that meeting as the men were. It is just also the case that most of the women I've met would have behaved even worse than this childish child woman. Maybe I'm wrong. Idk. I hope I am. I hope most women aren't like that one. whatever. also my roommate girl is awesome. I think I am going to try to fake date her. Fake dating someone is where you do all the same things that you would do if you were dating except kissing and sex. So similar to a normal friendship but with a Mt. Everest of sexual tension. I like that haha. Sounds like a funny joke that I can make in the future. Here name is Carly. And her last name is german. Holtfansen or something. i could just look in my phone for it but I don't care that much. I did find out one thing though. Yay for introspection! I insult females that I consider more attractive than me. My hypo is that this tactic is to bring them down to my level in my mind. This is destructive and bullshit but they like it. So I continue. I do need to lessen it though so it is more teasingy (haha I've definitely made up several words in the creation of this blog). Maybe I should start a new blog with reasonable positions. I do like my safe space though."
Hello darkness my old friend.,2017-07-04 11:04:00,"You failed. This feels like the truest rejection I’ve ever received. I dove in and kissed a girl without warning and she really didn’t like it. She didn’t like it to the point where she was almost disgusted by the fact that I had done that.Then, her and her friend got up and walked out. I tried to stop her and she said, ""No, you have to learn a lesson.” And left. I think it may have been one of those things where you still are supposed to chase after the girl but … Oops, I didn’t even think that it was an option. I mean when I get such an honest rebuke, my body shuts down. I want to go into a corner and cry. It is a command to my conscious and subconscious to sit the fuck down. It hurts. Her name is Anna Briggs (@nabriggs instagram). I really liked her for that hour that I knew her. Haha. That is actually hilarious. That that sort of an interaction has affected me so. Doesn’t make logical sense to be upset about this. I will say that there does need to be more reflection before doing anything sexual with women. And I know. I’ve talked this before. If I would have followed my last blog post I would still be good. I would be living in a different world with some additional valuable relationships Instead I continue to suffer through the pain of meeting new girls and destroying the relationship with sexuality and sex. Why? I don’t know. Is there a part of me that doesn’t want me to succeed with a woman? I wonder. Well. On to the next two. The next best is this small cute Rashida Jones beautiful female. She was fun and joyous. I wonder whether I will be able to see her tomorrow. The other girl is another girl that I will be calling in the morning. Good luck Chi. I don’t know how to change you but try to treat these girls with respect. Leave sex at the door. Try to."
i'm hesitant to complete the courses,2023-05-24 03:07:00,"i don't know why but i'm being a full bitch right now when it comes to editing. it's a weird feeling. it feels worthless.ANDthe reason it does is that I have no real strategy to utilize these skills if I do obtain them. I'm just doing stuff to do stuff. which I guess is fine but still, I'll need to eat in a week."
choices pt 2 (reminiscent of 2019 lmao),2022-07-18 19:36:00,the question is the freedom of traveling loosely from place to place in eastern Europe or sit down in Russia again and build from the ground
Estonia is lit,2016-12-25 10:22:00,"My first night here my ego was on some shit. I got drunk as shit and almost fought some russian who's girlfriend I had approached. The nigga moment was there and close . I was lucky an old white man was nearby to pull me away from the bullshit. But fuck all that. Day bang is a literal manual to success. I used some of it yesterday to approach a girl on the way home in one of the open big squares in Estonia. It was lit. The girl was so happy that I had started talking to her. It was 100% unnecessary to use any direct game. She was on from the moment I said hello. I should be going on a date with her today. For the second thing, I was at a dance club. I picked up a russian girl on the dance floor. My game was impeccable. I danced and danced, making every girl in the venue jealous as fuck. We kissed and kissed and talked. The only thing was she had her friend with her. When we left, we all left together. They wanted to walk me back to my hostel. So I let them. That was not a great idea maybe. I am trying to maybe piece together why she hasn't responded to my initial message. I think the I was playing up the shit between her and her fiend up too much. I was holding hands with both of them and even when I left, I gave both of them a goodbye that was sensual although only the brunette got a kiss. All in all, I'm a fucking boss. I really do need to nail down some concrete routines so that I can be more consistent. I have some shit that I really do say every time I talk to these girls. I need to formalize it and make it better. A lot of it will still be giving off the right intent and the right vibe but I can get the bullshit talking and jokes out of the way. The jokes maybe I will leave since I am hilarious. Anyway. Roosh V is fantastic and has really created some great work. I hope to do something similarly great one day. He is an immortal with game. I would pay to go out with him and see him in action. I did not decide whether or not I will be staying the extra two days..... pause..... I really want to send a follow-up text to the russian. I want to send ""Oui"". That was the ongoing joke that we had during our conversations last night. It was annoying that I kept using the french word for yes and we kept play fighting over it. It made the interaction double fun. I really did enjoy her company. I really want to send that text. There is nothing to lose from it but the principle says that I should not. I t will be needy and it will decrease the amount of game in the universe overall. But then again, a man is a man who goes for what he wants. If that means sending one more fucking text to make sure something is dead, then so be it. But at the same time, whatsapp has fucking read receipts and the text I sent had a question. There is no reason to send anything since she is really not will going to put in the effort to respond to a question. It's not even that Chi, This is a question of integrity. Do you think that you are worth more that this? I think the compromise is sending a funny GIF? No. no nonononononon. There are too many girls on the earth. never forget that shit. This has been me trying to talk myself out of sending a second message. Every time I open the page I see those two blue check marks and the time stamp on them and I think Jesus. This would be pure evil. You are a boss. I don't need to tell you that lowering yourself to this place will only make you feel worse and since she 99.999% won't respond, you might feel better in this moment but in a few hours you will thing, ""Damn, I am a pussy."" Don't be that guy that you hate. You are allowed to check whatsapp a few more times just to make sure the massages refresh but on the real you are not allowed to click on her contact from this point. I have to put my foot down my good sir to prevent you from hurting yourself. You are a baller. Act like it. bye"
what would i do if money was illegal,2023-10-13 16:58:00,"i'd have hella rompers. I'd have stock of them and I'd just go different places selling them and possibly teaching social skills along the way.that said, i have some basal anxiety about being successful if i go back out into that world. but the question is - well i mea ni tried to an extent and literally hated existence and wanted to killmyself but didn't have the energy or desire to even do that. just wanted to not exist. now is it possible to still do social media and design rompers and love life and do it infinitely. I have no idea. happiness is a wierd thing. i think i am happy just thinking bout the potential of all of the shit. I am happy and miserable. I want to kill myself but the idea that I could not want to kill myself one day makes me excited to keep going. really stupid that I am sitting here wasting away when i could trivially be making stupid money if i just call a few people. like what the actual fuck. ----\oct 13. if money were no object is something like a trick question... all the incentives in life change. what does happiness or fulfilment mean in the absence of money? thing almost necessarily have value even if it's the time value of what the entity that made it put in. that said, on a cosmic scale, nothing has value probably. so the answer is something like love. help people. make things. interact with other humans."
i guess i shouldn't be looking at jobs in russia anymore?,2022-10-31 15:36:00,"i feel like the move isn't the move anymore. after i've been divorced from the reality of not being able to go to russia for work early next year, my energy hasn't been the same. I'm struggling in general as always - what can i say. the prospect of convincing onself or simply understanding for one's self that life is worth living is one of the most daunting tasks i've ever taken up as a person. I reach it all the time but it's truly a daily struggle and might even be something I work on my whole life. dauntingcool though. some notes in general- it's been nigh on impossible to work with knitted fabrics and highly stretchy material. my second foray into the subject matter has ended in abject failure - the first fabric that I ever purchased was attempted to be molded and it was just massively oversized... which is obvious in hindsight. you can't / shouldn't be using >50% spandex blends for normal clothing. it's great drape but the level of control you have to have over the fabric is immense. I'm calling it on that one. I will try to sew some tshirts for christ with all that knit that I have of the OG pattern but fuck knits other than that.which brings me back to phil. I have to start thinking about my outfit. I have some basic ideas but nothing very very solid. I'm generally thinking in the direction of a jumpsuit and I like the pattern modification I made to the jumpsuit that I got from simplicityi'm bored of writing bye"
dad,2021-05-03 08:12:00,"I am in a negative headspace. Ras flip on my dad That said, I am uninterested in having a relationship with him in the future. Our relationship does not produce any value from an emotional standpoint or any other standpoint that I can think of. If he was a friend who had said that to me, I would stop talking to that person because truly, this person does not know anything about me. He told me that I came back to Russia with nothing. And I tried to force him to clarify because he was on dangerous waters. And I tried explaining, no, that ‘trip’ was worth more to me than money and I wouldn’t trade it for anything. And still You came back with nothing I still have the raw feeling from being with Mary. I still have the ras focused on all of the most wonderful things of that relationship. And I remember the feeling that I felt when she was telling me that she loved me for the first ant last time. That was the only girl in my life to look at me in the eyes and say that. Well over the phone in the eyes. And to tell me three or four times that that was nothing is the most disrespectful hurtful thing that you could ever say to someone. And I made a point to say, bro, you do not know me. You can’t say that shit because you don’t know me ant the fact that that thought even appeared in your head just makes this whole thing a laughing matter. Family is real but not if family doesn’t act like family. This man isn’t my father. This guy has always been a demon of negativity that has haunted me to this very day. I’m not sure if I’ll speak to him again. If so, it will be cordial. Sir, you don’t know me and unfortunately, you will probably never get the chance to know me, kelechi, or chinwe, your first three children because of your beliefs and the dense way that you interreact with life. I don’t know everything but I know some things. You definitely don’t know everything. You missed your first daughter’s wedding. You don’t know anything about your first born son other than the superficial shit. How are his relationships? What are his dreams and goals? What does he do for fun in his free time? How are your daughters’ relationships with boys? Do they go to parties? And I’m under no pretense that parents should know everything about their children but goddamn they should at lease be friendly. Deadass I’m not friends with my dad. I am kinda friends with my mom. We talk from time to time and help each other out with things. There’s literally nothing ever in the history of anything that I would pick up the phone and call my dad for. Literally nothing. So if you want to know why we’ve never had a relationship it is because he has always been going for his dreams and failing while we survive on money from the government. And even now my mother supports the house and is the main money maker. No shade if that’s how you want to do it but dam, if we’re going ot get into a dick measuring contest lets do it. You have a registered US business. Does it make a profit. Let me see the 2020 tax forms. Let me see the P&L for March. For fucks sake, why am I still writing this. Truly no one on this earth brings this type of energy out of me. This nigga. I’m out. At least I only have a few days left. later"
31 - Madeleine Doggett (I understand being a hoe///NUANCE),2017-07-12 16:10:00,"I now understand what some girls feel when I ask them out on a date. There is an initial liking that comes from looks and personality but there is often a hard ending to that liking... a hard ending at sexual activity. The girl above asked me out on a ""real date"" yesterday. Immediately, I went dishonest. If this girl knew anything about body language, she would have dipped. Unfortunately for her, she couldn't. This was an interesting situation where I genuinely tried to have fun and enjoy the pre-sex moments more since those are the ones that I really like. Another sex another day. I don't care about sex. It's boring to me. I need to find a way to spice it up. I had no effect on this girl, neither through my dick or fingers. This is somewhat of an issue. I would like to be better at sex. The next step here is to figure out some new routines for pre-sex and sex. Anyway, back the reason for this paper. I understand now what girls think when they like me but aren't ready to go out on a date. To some extent, it really is a situation where they like me but they aren't willing to commit to anything. Girls are the new fuckboys. Roles switched sometime and now women are the ones acting like pump and dumpers. Except, roles really haven't switched. It's just that now girls are also engaged in the fuckbboy behavior. Everyone is one the fuck me and dip and don't ask personal questions type shit. Am I fine with this? Yes, to some extent. It means that I can continue to ratchet my numbers up with wild abandon. It means that I can progressively increase the quality (attractiveness-wise) of girl that I am fucking. On another level though, I do want to chill. I want to feel that feeling that people in relationships have when they look at their partner and think, ""I don't want to have sex with anyone else."" There is a peace there that I can imagine. Freedom from the rat race. Freedom from the game. After all, we playing this thing to win. This girl isn't someone who I'd like to get to know. I feel that I already know all that I would like to know. It's amazing the cloud that is removed from one's vision the moment that sex has been gotten and is out of the way. Truly, I don't care for or like this person and I am here for reasons that have been fulfilled. A relationship isn't this golden mule that I should be trying to obtain at all cost. There is value in it only if it is with a person that actually matters to me on some level. I'll be a hoe until I find a woman that I actually like... seems like a life journey all in itself m8. Good Luck. Random aside---- Marriage is such a shitty thing and it just seems like the wrong decision for men all the way around. Any way you couch it, the risk is massive and the upside is almost negligible. In fact, I don't even know if there is an upside. Random Aside 2------ Bruh I'm playing three females right now. 13-year-old Rashida Jones, Maddy, and the 33-year-old with three female kids (Tanya). You a boss my nigga. You have reached a point of mastery and confidence in this city that will be hard to lose. Be very careful with that ego though mate. YOU know how crazy out of control that boy can get. Relevant Aside 1------ I didn't even try to get laid by this girl. Haha in fact, she notified me earlier in the night that I wasn't going home with her. I just looked at her face. There was no response from me. I had no intention of sleeping with her that night anyhow. Quick flip at the end of the staring contest, ""Wait, did you think I was trying to have sex with you?"" Shut that bullshit right down. A few minutes of passionate kissing with no conversation in between (I actually genuinely enjoyed that... reminded me of Brittany from Canada) and she asked me to come back. The condoms that I used were phenomenal. It's good that I have been wacking it all week or I would have come way sooner. And the second I see that nothing is happening on her face, I cum as quickly as possible. Lastly, I had a pool of a cum-like substance on my pubic area that appeared some time during my smashin. It wasn't my cum since All of my shit was in the condom wrapper. Mysteries of the deep. I need to get checked for disease soon."
"Field report - Adderall, leggings, and a romper",2019-09-08 09:05:00,"This was not an eventful night. I gotta say I was feeling pretty good after my dancing in the gym and my workout. I was feeling strong and confident. But as we know, feeling that in the moment at the gym and translating that into action are two completely different stories. I always really really want to carry over the momentum but some atmospheres just kill me. That is kinda what happened tonight combined with a couple other factors. I was on the fence about actually going out but I really wanted to see what it would be like on Adderall while having on a romper and leggings. Interesting idea. I definitely want to conduct similar experiences like this. Quick aside, I came to a conclusion about my personality. I am equal parts extroverted and introverted. In fact, I think it is a simple default to be introverted. Over the past 7 years or so, I have trained that part of myself to be the best that it can be, but goddamn, the other side of me still exists and wants to be settled out and comfortable. The compromise is this: I think that each day I should be doing at least one extroverted thing... whether that is trying to sing in a park to random people, dancing with other humans, or doing game, I should be forced to do one thing every day to water that garden that part of my identity and soul resides in. That said, I tried today. I approached the first girl that I saw when I got out of my car. Her name was Camille and she was from France. That set hooked amazingly and we ended up talking for about 30 minutes. I found out that she was going home early and that she had been out with friends since 5pm. I asked if she was someone important. That seems to be a current tick of mine. It had a good effect on her and since I was feeling crazy extroversion, that question definitely prompted her to think that I was possibly someone important. We went back and forth about careers and I tried to guess hers. She is a postdoc in biology working at the NIH in Bethesda. I definitely sprinted in a lot of premise by calling her cute and other slight compliments like that. It worked well on her since I could tell she definitely did not interact with dudes a ton. I likely have a solid coffee date planned sometime next week. But the night didn’t go much further from there. I walked up the street, doing a couple high fives, but not nearly enough interactions to sustain my vibe or mood, which quickly went to zero. I was self conscious about my outfit. I hadn’t worn leggings in awhile and I knew that peoples’ reactions would be high. I didn’t want that so I ended up not doing any approaches. I did go into Grand Central finally. I did a line approach of the 2 guys behind me by asking if this was the best place to go. They said yes. I could have easily approached the girls in front of me. When I got into the place, there were sets everywhere. Solid dance floor sets that were clearly waiting for someone fun to come down those stairs. Unfortunately that person was long gone. I stood near the bar for about 15 minutes. There was a short interaction with the group on my left when the girl started dancing while waiting on her drink. Other than that, I was deadpan. I couldn’t move or talk or do anything... not because it was crowded but because I was scared of people’s reactions. I knew rejection was more likely in this area since the girls were younger and wearing that outfit heightened my sense of fear. I walked across the club and went toward the bathrooms. There was a guy dancing up on a wall over there. I approached and made a joke about him grinding up on the wall. Him and his friends laughed. I then went near the bar. There was a small cute asian girl that was very interested in me... the initiated the approach a bit by giving eye contact and dancing. I, in turn, started dancing with/near her. She then noticed my outfit and exclaimed and asked what was going on. I answered her question with a question about he necklace which looked like a pair of bullhorns... I asked if they were real bullhorns which was of extremely mild hilarity to me. She answered no, it was a crescent moon. I then answered her original question by saying that I was feeling wild tonight. We kinda danced but the reaction was going cold so I teased her about her white pants by saying she must not plan on doing anything dirty tonight. She reacted a lot to that statement but I didn’t do anything with it like I should have. Instead I saw her friend who was not dancing at all and started trying to get her to dance with energy and eye contact. She kept saying she doesn’t dance. I stayed trying for probably another minute as this is something that brings me hilarity. I am amused by that energy difference and the inability for someone to open up and I always want to explore that. Eventually, the original girl I was speaking to grabbed some tall dude nearby and walked a few feet away. I ended the interaction with the girl by saying I wanted more out of her when I came back. I walked to the bar where I saw a dude that was matching shirts with another guy. I commented about it. The guy was visiting from North Carolina where he was a marine. I bullshitted with him for a minute before I did an approach of this woman walking by. I hit her with a who are you and something like you are the first girl I’m talking to in this club. It seemed like she hooked. I took it further by saying yeah I saw her walk by and assumed she was gone forever but when I saw her again I realized I had a second chance. I said something else and started dancing on her front to front. She laughed and basically immediately turned and grabbed some other dude. I’m not sure what the deal was... I think it had to have been a boyfriend or date or something but who knows. From there, I was done. I couldn’t survive. I dipped out, walked to my car, drove to Bethesda, and now I’m writing this now. I had the option to go to Capo to meet up with some dudes and expand my network but I decided I wanted to code and write instead. I don’t now if that was a good decision as this shit can be written at any time of day... but maintaining groups that you meet while out is a difficult job that requires a lot of conscious effort and attention. I may have lost access to a friend group because I was being a bitch tonight. So, I don’t know. Another general plus is that my hinge profile has been getting a bit of love lately. I like this. I have been able to get 3 numbers and 2 meetups after starting utilizing the methods of Chasing Fire. I like this success and expect to continue to see such success as a refine my openers. As for going out, Chi, you need to do a better job. The world needs your energy. We talk all the time about being shameless. Part of the message behind wearing these clothes is the shamelessness of it all. The complete lack of care for social norms while being as fun as possible. I expect more from you brother. Do better in the future. Remember, as far as all this goes, I’d like you to think about doing game everyday. This will be interesting. I say do it for the sake of doing it, not for the sex and the women. You need extroversion in your life. You also need to get more comfortable talking to pretty girls. You are very very comfortable talking with guys. You sometimes talk to more guys in a night than women. What would happen if you reversed that? That is a new exciting, interesting goal"
Mary in Kazan - what do i feel,2021-05-06 14:42:00,"I woke up to mary posting some stories of her trip to kazan with another boy who speaks english. i am strill struggling with how i feel about her. it's truly such a strange feeling. like I don't want to be with her. I truly did want her to find a guy that loved her that would give her the freedom to be open and loved. I didn't think and don't think that I feel the way that I need to or even am in the general life place where I could support her. that said, I feel something in me. I am feeling it out but truly I don't really know hat it is. It feels like a tug on my heart. It's kinda a good feeling. I find myself smiling instead of crying. I feel the impulse to feel good rather than something else. I'm not reminiscing as much. I'm not jealous. You know, it feels a lot like when one of your boys find a girl in a night and you didn't. Like you winged him, you set up the first kiss, you put them on the way to the taxi, and you are happy for him and happy that you were able to make the world a better place for a little bit for the participants of the activities that were partaken in. all that is true and should be said. At the same time, when you are looking at the club, whether you walk back in or you stayed as your friend left, you see a radically different place. It's a little colder. It's a little more brash, and abrupt. The rounded edges and comfort that you build up with your friend had his girl are gone and you're left in a place that isn't immediately welcoming and open.Immediately, nothing is forthcoming. You can see some of the girls and guys that you had been interacting with that night cavorting and having a grand old time and you are on the outside. That feeling is what I feel now. It's a happiness, mixed with a melancholy sadness at the fact if I want the same thing as him or if I want a 'better' night I have to do something. It's an understanding that though I loved helping someone else all night, I am here now alone and I can't live through his love and his experiences (or her).It's on me to improve my life. It's on me to have fun. It's on me to move on. In that moment, you have that choice. Go home or shrug it off and head back into the fray. I'm sure Mary had that moment while watching the videos of me dancing on snap. I'm sure she felt that I moved of or that I had other girls already. And she was sad and decided to get busy living. Jump back in the pool. I've enjoyed this time alone. I think this time of reflection has led me to a deeper understanding of what life can be and has given me some tools on how to deal with it in the future. I am loathe to remove myself from even this however bitter and melancholy and fickle this comfort zone is. It's such a shitty comfort zone haha. but it's still comfortable. Walking up to someone new isn't comfortable. Filming yourself dancing in public isn't comfortable. Moving to a new city and starting to go on new dates isn't comfortable. Of course, ultimately, it's my choice. It's on me to move forward or to stay staring out through my IG glasses admiring how others are living their lives through apathy, nihilism, melancholy, and nostalgia. The memories will always be there. The present moment will not. It's time to go."
Alcohol,2016-11-19 06:10:00,I'm have had a lot to drink. Way more than my limit. I made a couple guy friends so that's lit. But I'm coming off creepy to girls. I'm not.a real person right now. I am alcohol Tom. Nigga Tom.
